subscription	resource_group_name	provider	resource_name	type	name	value	description
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	location	eastasia
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.administratorLogin	sstero
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.earliestRestoreDate	2023-01-09T03:10:37.757Z
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.fullyQualifiedDomainName	sstero-mysql-single.mysql.database.azure.com
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.infrastructureEncryption	Disabled
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.masterServerId	
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.minimalTlsVersion	TLSEnforcementDisabled
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.publicNetworkAccess	Enabled
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.replicaCapacity	5
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.replicationRole	None
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.sslEnforcement	Enabled
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.storageProfile.backupRetentionDays	7
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.storageProfile.geoRedundantBackup	Disabled
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.storageProfile.storageAutogrow	Disabled
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.storageProfile.storageMB	5120
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.userVisibleState	Ready
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	properties.version	8.0
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	sku.capacity	1
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	sku.family	Gen5
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	sku.name	B_Gen5_1
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	property	sku.tier	Basic
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	activate_all_roles_on_login	OFF	Whether to enable automatic activation of all granted roles when users log in to the server.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	audit_log_enabled	OFF	Allow to audit the log.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	audit_log_events	CONNECTION	Select the events to audit logs.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	audit_log_exclude_users	azure_superuser	The comma-separated user list whose commands will not be in the audit logs.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	audit_log_include_users		The comma-separated user list whose commands will be in the audit logs. It takes higher priority if the same user name is found in audit_log_exclude_users.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	auto_increment_increment	1	The auto_increment_increment is intended for use with source-to-source replication, and can be used to control the operation of AUTO_INCREMENT columns.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	auto_increment_offset	1	The auto_increment_offset is intended for use with source-to-source replication, and can be used to control the operation of AUTO_INCREMENT columns.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	binlog_expire_logs_seconds	0	Number of seconds to service waits before the binary log file gets purged. See: https://docs.microsoft.com/en-us/azure/mysql/flexible-server/concepts-server-parameters#binlog_expire_logs_seconds
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	binlog_group_commit_sync_delay	1000	Controls how many microseconds the binary log commit waits before synchronizing the binary log file to disk.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	binlog_group_commit_sync_no_delay_count	0	The maximum number of transactions to wait for before aborting the current delay as specified by binlog-group-commit-sync-delay.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	binlog_row_image	minimal	For MySQL row-based replication, this variable determines how row images are written to the binary log.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	character_set_server	latin1	Use charset_name as the default server character set.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	collation_server	latin1_swedish_ci	The server's default collation.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	connect_timeout	10	The number of seconds that the mysqld server waits for a connect packet before responding with Bad handshake.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	default_week_format	0	The default mode value to use for the WEEK() function.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	div_precision_increment	4	Number of digits by which to increase the scale of the result of division operations.
b9e10748-d338-4642-a355-853fb8a0da52	reporting	Microsoft.DBforMySQL/servers	sstero-mysql-single	parameter	eq_range_index_dive_limit	200	This variable indicates the number of equality ranges in an equality comparison condition when the optimizer should switch from using index dives to index statistics in estimating the number of qualifying rows.
